N,general_info_BoundingBox,general_info_EnabledImageTypes,general_info_GeneralSettings,general_info_ImageHash,general_info_ImageSpacing,general_info_MaskHash,general_info_NumpyVersion,general_info_PyWaveletVersion,general_info_SimpleITKVersion,general_info_Version,general_info_VolumeNum,general_info_VoxelNum,original_shape_Elongation,original_shape_Flatness,original_shape_LeastAxis,original_shape_MajorAxis,original_shape_Maximum2DDiameterColumn,original_shape_Maximum2DDiameterRow,original_shape_Maximum2DDiameterSlice,original_shape_Maximum3DDiameter,original_shape_MinorAxis,original_shape_Sphericity,original_shape_SurfaceArea,original_shape_SurfaceVolumeRatio,original_shape_Volume,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Mean,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength,score,positive_score
195,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",49beaed4c56cb30c82f277fe2236b746f43969f5,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,105,173,90962282,2.075011612,43,2.000261638,204,22.22937126,139.8151111,141,68,136,17.68917696,142.1753862,-0.087662494,90962282,0.260945877,665.5751494,17.50073577,28.8694512,-0.315502882,3.83146166,0.686901503,0.696061183,0.569881205,1.248383642,0.356360231,0.734145184,0.726761427,0.986545701,0.930376211,-0.236843148,0.782830401,0.471432408,4.088325943,0.102052775,3.652758681,0.181815895,8.176651886,2.899712279,1.129590791,6.155508542,241.6231111,0.053694025,25.80258844,1174.256444,1.130073284,18.024,173.4088889,3014.652889,12.875415,0.075887589,0.024620015,0.441998735,0.002990071,628.9961647,0.244402497,1.222746373,18.32351025,4.644341935,81.87583807,0.347676124,0.077388263,3.812484887,1062.134299,0.408673667,0.571179487,1.48607637,0.656434558,12.17696822,0.052042259,11.6557377,0.191077667,2.685299651,16.6557377,64781.77049,1043703.738,4855.77301,0.156415932,24.73770492,0.405536146,0.655579348,10.645165,0.121660264,4.21048001,0.013555556,59339.68503,14.21195324,0.002285974,8.596984604,0.022742447,0.03785441,0,BG
196,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",a779c9a8299144ece0804b92b572fbd235cd3e5b,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,91,165,74318211,2.192045382,47,2.046512324,198,24.11757481,125.4002222,121,57,141,19.02725932,128.5113147,0.236093004,74318211,0.23783516,789.9422666,13.26892807,44.01794688,2.827986953,4.605126222,0.791591548,0.706469033,0.622109188,1.32003676,0.397866027,0.7159404,0.705882123,0.979388744,0.914093719,-0.230876777,0.788807737,0.485556162,3.509337251,0.085293021,3.871374131,0.158741795,7.018674502,3.025759618,1.349179442,6.249563892,274.3164444,0.06095921,20.55221156,1070.258222,1.362162173,13.85288889,152.312,2115.026222,17.07545346,0.119126049,0.022761137,0.34884769,0.004804022,620.0185454,0.230751691,1.405159888,13.90891193,4.060246678,56.29194365,0.466964023,0.123183658,3.834669872,1159.345626,0.427490274,0.596974359,1.186763198,0.672045355,9.416885131,0.08563279,11.15384615,0.214497041,3.859097633,17.63461538,83005.38462,942074.6538,9836.450192,0.304161325,19.76923077,0.380177515,0.63544411,10.91048612,0.20674672,3.884180642,0.011555556,75516.47929,27.72928602,0.002289162,5.988651621,0.04030944,0.02571244,0,BG
197,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",dcef46670115abe23c1c6ce8eea601e40ed7ac86,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,92,170,77256212,2.231551852,46,2.158358117,210,24.41695802,127.7955556,124,65,145,18.82797372,131.0268946,0.302587054,77256212,0.232294914,836.3430914,14.02989254,52.52007928,4.220030476,4.850759309,0.803901007,0.715299545,0.633704408,1.32357192,0.396357714,0.710501286,0.700153167,0.984353951,0.923116669,-0.233869753,0.797948559,0.494245415,3.60802565,0.081150295,3.931737699,0.163612695,7.2160513,3.069252443,1.413665079,6.304077532,285.1484444,0.063366321,19.29002943,1045.327111,1.422548691,14.59622222,145.9675556,2077.162,15.68969644,0.110616321,0.025095878,0.378888237,0.004701721,617.0443315,0.226432739,1.455251556,14.72419916,3.961309125,56.32857068,0.43471897,0.113096182,3.838211346,1193.987899,0.433175773,0.60557265,1.145813226,0.674842097,9.952793648,0.078587626,11.26865672,0.168188906,3.55402094,15.13432836,58629.43284,675934.9701,6714.923808,0.283778641,24.67164179,0.36823346,0.628438776,10.12296462,0.163975291,4.212685228,0.014888889,54118.40588,19.78004134,0.002354411,9.018546472,0.030396869,0.038547121,0,BG
198,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",7c2ca33408ae075dc7ce395e6de980d932af7e1e,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,93,165,75727144,2.137677419,42.25,2.148574778,198,22.68828642,126.9222222,124,59,139,17.57743651,129.7237612,0.202031263,75727144,0.248789432,719.0037284,13.83237891,34.87761545,1.398774894,3.97517588,0.842246482,0.650329498,0.642092663,1.335992236,0.410474189,0.710907907,0.698951699,0.978156231,0.911779175,-0.202413649,0.734186729,0.480102925,3.61234835,0.087333344,3.833064011,0.166717664,7.224696701,2.969905863,1.20435559,6.306629017,254.1426667,0.056476148,24.2838244,1119.552444,1.214383951,14.11844444,153.5657778,2103.706889,16.66143154,0.108790802,0.031210599,0.464194647,0.006254729,658.7456038,0.243191747,1.257594155,14.29411848,4.193433793,58.13042178,0.453459433,0.110723682,3.756852563,1203.740347,0.435671703,0.601145299,1.266522122,0.677624355,9.785957903,0.076852615,21.76767677,0.219875523,3.441893684,15.65656566,43883.55556,547383.6263,4341.125687,0.258967452,36.73737374,0.371084583,0.631813483,9.301008775,0.185211444,4.148258036,0.022,41817.43985,28.18254742,0.002161779,6.229434813,0.036615052,0.024407739,0,BG
199,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",d3ac7e27d1916b4ac862cfa392ccc17f5b4d2fb5,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,95,164,78600953,2.110693788,43,2.053612073,199,22.11749807,129.6086667,130,62,137,17.47718714,132.1623185,0.006837228,78600953,0.250575012,668.4719693,14.35425039,28.75371803,-0.009144404,3.69445803,0.879984623,0.614789994,0.66029965,1.365953083,0.429388733,0.704418382,0.691784041,0.977266043,0.909495781,-0.179273387,0.703119734,0.487155504,3.694634228,0.086226621,3.826983409,0.137860517,7.389268455,2.918758978,1.143610663,6.171268241,278.3075556,0.061846123,20.25387654,1127.587556,1.16026958,14.898,143.7106667,2171.99,13.24514981,0.101072407,0.024588851,0.389916689,0.00507067,665.8063889,0.24200629,1.241688249,14.87367037,3.870221356,58.20756367,0.371062182,0.10534493,3.712530789,1227.622435,0.440180115,0.611111111,1.095899976,0.681719191,10.16217626,0.074537228,17.375,0.271484375,4.608398438,18.4375,63297.125,882179.6094,5563.994622,0.307486979,18.75,0.29296875,0.558581883,8.942159003,0.217256609,4.052981097,0.014222222,58353.27734,24.29359356,0.002155639,6.413121452,0.035581396,0.023881619,0,BG
200,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",85d0488c1df638eabc7790da91f2d9485ea059de,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,94,151,68163979,1.887746483,33,2.409009641,198,17.87509383,121.1797778,119,68,130,13.45963896,123.075387,0.277602069,68163979,0.302905185,463.0123466,11.63475759,15.43329385,1.209157016,2.493917545,0.765691174,0.529647657,0.612772201,1.304090124,0.385961266,0.718267699,0.708902881,0.979988922,0.91515206,-0.136201241,0.619597827,0.486811942,3.34703509,0.114002854,3.494388898,0.226427722,6.69407018,2.658918438,0.81490218,6.004371522,254.1826667,0.056485037,23.16251378,1363.073333,0.828309333,12.15377778,156.3648889,1818.424444,16.74824272,0.113590247,0.024257549,0.343327647,0.003889776,747.2438699,0.279342804,0.941365166,12.3711655,4.1673005,49.24971195,0.45864122,0.117107074,3.572310684,1166.562651,0.432082199,0.594564103,1.275591523,0.676383328,8.471471928,0.081599013,11.49122807,0.201600492,2.597106802,16.8245614,102449.6842,1148846.561,10749.15955,0.210692008,20.50877193,0.359803016,0.620223431,10.0830117,0.13812173,4.06837199,0.012666667,96216.99723,26.23458301,0.001911829,6.699973046,0.025087891,0.022087823,0,BG
201,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",6ede8bb287daf34002bfee807a897cfa5317a87f,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,91,157,66597319,2.042777574,36,2.604198767,198,20.53904336,119.0668889,114,63,135,15.15564129,121.6528019,0.575713201,66597319,0.274964444,622.4801925,11.2918607,34.09890034,4.208227249,3.526187877,0.709499871,0.664199641,0.583908145,1.266586166,0.364891154,0.728445111,0.720599462,0.981374422,0.9188017,-0.210085307,0.750029902,0.479007451,3.253835218,0.106594191,3.619484011,0.211305347,6.507670435,2.834997602,1.058921937,6.201761897,257.8844444,0.057307654,22.7835358,1237.34,1.097662173,11.88377778,164.764,1854.686,20.55547593,0.128373951,0.025210307,0.339564545,0.006783887,676.0550367,0.258949555,1.200079144,12.20140891,4.397322934,50.59731125,0.553445348,0.131300793,3.776906645,1093.471448,0.414854724,0.58017094,1.356175211,0.660890789,8.250905511,0.08912768,14.43661972,0.203332672,3.548105535,14.22535211,68546.28169,629068.5493,9191.949288,0.367676056,30.8028169,0.433842492,0.676854591,8.963119331,0.305028566,3.912428975,0.015777778,64529.22158,29.28895663,0.002070696,6.210086643,0.031928192,0.024819496,0,BG
202,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",8ceec0692a49cc2e43a00ec4a37f8f13870a610f,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,91,164,73858629,2.174469989,43,2.313107386,207,23.07870449,125.1117778,121,58,149,17.49928096,128.113343,0.343519657,73858629,0.244035654,760.071728,13.31199631,45.31584332,3.32057103,4.409448149,0.726001887,0.716823134,0.587336542,1.271830032,0.371137036,0.728746884,0.720195493,0.985825419,0.928485577,-0.244104817,0.795757787,0.472555713,3.520069576,0.08894741,3.810325995,0.173265421,7.040139153,3.030562555,1.283862509,6.36872162,255.6182222,0.056804049,23.81257402,1098.160444,1.291943654,13.73088889,167.152,2212.768222,19.50688187,0.115212433,0.023123624,0.317953657,0.00533766,625.3795286,0.240532889,1.311302182,13.90175495,4.452908968,59.5775614,0.516718987,0.116876167,3.876038048,1084.462687,0.410903139,0.577982906,1.359017575,0.656604241,9.172628305,0.079027425,11.4516129,0.184703434,3.94094693,14.66129032,72099.35484,819843.0484,8092.838532,0.340438794,21.19354839,0.341831426,0.604355042,8.385761014,0.232646755,4.374036717,0.013777778,66831.40479,19.51539448,0.00228857,8.782360441,0.026295778,0.040147688,0,BG
203,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",7b4e6f2acda8182abad2bfd8fcef8e6bbae1e03d,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,92.9,166,77188106,2.178238166,49,1.889034234,197,24.52219931,127.9182222,126,63,134,19.66886683,130.9691278,0.117931339,77188106,0.235965728,789.840868,14.11225699,41.94804632,1.485795882,4.682455099,0.805610868,0.706632157,0.62537695,1.324026054,0.403086964,0.715889654,0.705323252,0.979069248,0.91380894,-0.234720303,0.78727455,0.481387213,3.625331667,0.084316441,3.855603967,0.144202172,7.250663334,3.019948152,1.372016492,6.277509879,265.9391111,0.05909758,21.8748318,1061.845778,1.353698765,14.53866667,154.2986667,2233.556,16.70359148,0.110091852,0.022540685,0.357366533,0.004282404,620.0073594,0.231109324,1.36814588,14.6131017,4.145499132,60.35432812,0.447789363,0.111664267,3.816067579,1169.975421,0.430696717,0.595863248,1.244175457,0.674382702,9.946723107,0.076229599,12.47368421,0.218836565,3.623884272,17.71929825,58288.73684,796929.6842,6203.768684,0.281803119,13.45614035,0.236072638,0.497754706,8.267485111,0.175646418,4.37392055,0.012666667,52056.04986,25.90114579,0.002260912,6.177177264,0.040414722,0.025531109,0,BG
204,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",316c3839783ff10d572c4860f426fbe808b1b12e,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,94,151,66507725,1.876453824,30,2.703093709,185,17.45680494,119.6611111,116,67,118,12.67980575,121.5709441,0.487294434,66507725,0.314708938,460.7129321,11.23172583,18.43998509,2.062075492,2.561101327,0.659136371,0.590319123,0.55940669,1.230583844,0.34441759,0.736645661,0.730269623,0.982610443,0.921852664,-0.170297399,0.679786677,0.47471785,3.279654184,0.127706636,3.401859438,0.263359337,6.559308367,2.660993685,0.805059425,5.994487279,254.8151111,0.05662558,23.37738884,1416.190222,0.826586222,11.75622222,172.0764444,1931.124222,19.22248784,0.117599938,0.023697219,0.346007276,0.003962941,728.9001192,0.28439886,0.949757715,12.03369141,4.590257714,52.21795953,0.524190204,0.121186362,3.666481746,1045.259292,0.405339751,0.569452991,1.456432113,0.653715827,8.008662682,0.081773412,13.68656716,0.204277122,2.843394965,17.67164179,84573.25373,832907.806,9722.439938,0.199771973,22.1641791,0.330808643,0.594867771,10.03164435,0.133063827,4.20141825,0.014888889,80062.22678,26.0682555,0.001928714,6.339741007,0.023734552,0.023408765,0,BG
205,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",5be7b08dec6d41614404c56c7fdc1c2815bff41c,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,135,186,122691073,1.774933944,25,4.2611911,212,16.03740168,163.7735556,168,72,140,10.48452596,165.1202074,-1.07067338,122691073,0.346570469,442.9053896,26.73861012,26.67900605,-4.191315313,2.388587541,0.570244567,0.613043026,0.502597657,1.16852735,0.316809555,0.759732087,0.755465862,0.988759225,0.938106714,-0.181834324,0.678536001,0.445706985,5.126750232,0.157840262,3.133436239,0.265746027,10.25350046,2.501051725,0.739708027,5.978779518,227.9555556,0.05065679,29.06806914,1559.567111,0.800020543,26.53422222,201.3191111,5734.219556,7.792875315,0.045152939,0.02447346,0.596288258,0.001735852,744.1596629,0.309917529,0.949514605,25.50514472,5.475145928,152.2863386,0.224592862,0.049036887,3.727055263,917.0124246,0.379751625,0.533675214,1.907653852,0.632337261,15.62620696,0.033238351,17.13157895,0.225415512,2.999134349,24.32894737,89936.47368,2525637.368,3357.537942,0.082881534,29.44736842,0.387465374,0.645113752,16.20879516,0.056229448,3.97862047,0.016888889,86430.58726,12.776922,0.0017175,9.765531758,0.01587802,0.044422101,0,BG
206,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",c05bbd764c28e1502dd030c680cbc9eddd9d64ab,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,106,174,91852446,2.109579786,40,2.253217786,208,21.29821491,140.5817778,141,70,138,16.1458299,142.8693622,-0.056435956,91852446,0.255360494,648.4184235,17.99550011,32.6066671,-0.222803107,3.784575189,0.692585424,0.690558855,0.568130101,1.265953979,0.367757951,0.735912232,0.728371733,0.986465155,0.930686549,-0.225398704,0.779469583,0.466397721,4.149977473,0.0947209,3.737242312,0.165666869,8.299954947,2.963839261,1.119290153,6.3725557,243.1435556,0.054031901,25.19543921,1149.122222,1.125802469,18.30222222,174.9368889,3251.970667,12.01794364,0.074311125,0.024815486,0.49440958,0.002401227,625.2526147,0.244632056,1.222256634,18.23205494,4.624707425,85.09023993,0.328528342,0.077049249,3.877531502,1038.16924,0.403591929,0.567811966,1.468067956,0.652025169,11.8761967,0.0516885,11.92537313,0.177990644,3.166852306,21.13432836,73636.56716,1304772.627,4867.694433,0.112440942,30.19402985,0.450657162,0.693572308,14.84729187,0.0825308,4.045880642,0.014888889,69125.54021,14.84819878,0.002253689,8.634413859,0.022818957,0.037617391,0,BG
207,"(0, 0, 0, 15, 15, 20)",{'Original': {}},"{'minimumROIDimensions': 1, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'enableCExtensions': True, 'additionalInfo': True, 'verbose': False}",16d5f474377e30f59d4977494b79bdf28cb1a284,"(1.0, 1.0, 1.0)",43cf8dfb9f1115c6f62383267418efc41b82cc89,1.14.2,0.5.2,1.1.0,1.3.0.post92+g974a734,1,4500,0.749268649,0.749268649,17.2819752,23.06512519,23.60084744,23.60084744,19.79898987,27.44084547,17.2819752,0.828666066,1590.668126,0.353481806,4500,99,167,81014556,2.092842742,41,2.165788405,202,21.74819575,131.7017778,130,67,135,16.86088329,134.176133,0.133652678,81014556,0.258118815,657.8763968,14.80448755,31.88653541,1.479454155,3.81591657,0.672845507,0.700196596,0.566507179,1.237431284,0.348458529,0.734219768,0.727380243,0.986795085,0.930655201,-0.235298771,0.786019215,0.475819392,3.744113431,0.098430004,3.683851475,0.193413961,7.488226863,2.936905676,1.122190519,6.222994912,257.5222222,0.05722716,23.34835062,1161.534667,1.127692395,15.44466667,170.1888889,2462.964667,16.06062486,0.092149626,0.023634373,0.430826283,0.002865355,638.4730945,0.247752567,1.193305544,15.90505018,4.570633596,67.99916838,0.425544723,0.091826531,3.822140855,1053.509813,0.405512792,0.572393162,1.439100061,0.653173169,10.61720098,0.060279231,14.97014925,0.223435063,3.021162843,21.62686567,66676.53731,872342.6119,6066.429689,0.139462974,21.08955224,0.314769436,0.580706619,11.55766146,0.094239407,4.400722993,0.014888889,62165.51036,16.97778396,0.002257224,8.616081525,0.022679978,0.038116058,0,BG
